survived,pclass,sex,age,sib_sp,parch,fare,embarked,has__cabin,deck,title,family_size,is_alone,sex_encoded,embarked__c,embarked__q,embarked__s,fare_log
1,1,female,36.0,0,2,65.6344,S,1,B,Miss,3,0,1,False,False,True,4.19922096071412
0,3,female,9.0,4,2,31.275,S,0,Unknown,Miss,7,0,1,False,False,True,3.4742929367327062
0,3,female,11.0,4,2,31.275,S,0,Unknown,Miss,7,0,1,False,False,True,3.4742929367327062
1,2,male,32.0,1,0,26.0,S,0,Unknown,Mr,2,0,0,False,False,True,3.295836866004329
0,1,male,50.0,1,0,65.6344,C,1,C,Mr,2,0,0,True,False,False,4.19922096071412
0,1,male,64.0,0,0,26.0,S,0,Unknown,Mr,1,1,0,False,False,True,3.295836866004329
1,2,female,19.0,1,0,26.0,S,0,Unknown,Mrs,2,0,1,False,False,True,3.295836866004329
1,2,male,30.0,0,0,13.8625,C,0,Unknown,Mr,1,1,0,True,False,False,2.6988412620169004
0,3,male,33.0,1,1,20.525,S,0,Unknown,Mr,3,0,0,False,False,True,3.0692150503137943
1,2,male,8.0,1,1,36.75,S,0,Unknown,Master,3,0,0,False,False,True,3.6309854756950335
1,1,male,17.0,0,2,65.6344,C,1,C,Mr,3,0,0,True,False,False,4.19922096071412
0,2,male,27.0,0,0,26.0,S,0,Unknown,Mr,1,1,0,False,False,True,3.295836866004329
0,3,male,25.0,0,0,7.8292,Q,0,Unknown,Mr,1,1,0,False,True,False,2.17806441028492
1,3,male,22.0,0,0,7.225,C,0,Unknown,Mr,1,1,0,True,False,False,2.1071782966514356
1,3,female,22.0,0,0,7.775,S,0,Unknown,Miss,1,1,1,False,False,True,2.1719067693519296
0,1,male,62.0,0,0,26.55,S,0,Unknown,Mr,1,1,0,False,False,True,3.3160025355989236
1,1,female,48.0,1,0,39.6,C,1,A,Other,2,0,1,True,False,False,3.703768066607687
0,1,male,40.0,0,0,65.6344,C,0,Unknown,Mr,1,1,0,True,False,False,4.19922096071412
1,1,female,39.0,1,1,65.6344,S,1,E,Mrs,3,0,1,False,False,True,4.19922096071412
1,3,female,36.0,1,0,17.4,S,0,Unknown,Mrs,2,0,1,False,False,True,2.91235066461494
0,3,male,25.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
0,3,male,40.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,2,male,28.0,0,0,13.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.6741486494265287
0,3,male,25.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,3,female,21.5,0,0,8.05,S,0,Unknown,Miss,1,1,1,False,False,True,2.2027647577118348
0,3,male,24.0,2,0,24.15,S,0,Unknown,Mr,3,0,0,False,False,True,3.224857896545748
0,3,male,19.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,female,29.0,0,4,21.075,S,0,Unknown,Mrs,5,0,1,False,False,True,3.0944457464900235
0,3,male,25.0,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
1,3,male,32.0,0,0,7.8542,S,0,Unknown,Mr,1,1,0,False,False,True,2.180891922715322
1,2,male,62.0,0,0,10.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.4423470353692043
1,1,female,53.0,2,0,51.4792,S,1,C,Mrs,3,0,1,False,False,True,3.960416900617205
1,1,male,36.0,0,0,26.3875,S,1,E,Mr,1,1,0,False,False,True,3.3100867049215847
1,3,female,21.5,0,0,7.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.169053700369523
0,3,male,16.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,3,male,19.0,0,0,14.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.740840023925201
1,2,female,34.0,0,0,13.0,S,0,Unknown,Miss,1,1,1,False,False,True,2.6390573296152584
1,1,female,39.0,1,0,55.9,S,1,E,Mrs,2,0,1,False,False,True,4.041295341132285
0,3,female,21.5,1,0,14.4583,C,0,Unknown,Mrs,2,0,1,True,False,False,2.738146075922933
1,3,male,32.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
1,2,female,25.0,1,1,30.0,S,0,Unknown,Miss,3,0,1,False,False,True,3.4339872044851463
1,1,female,39.0,1,1,65.6344,C,1,C,Mrs,3,0,1,True,False,False,4.19922096071412
0,2,male,54.0,0,0,26.0,S,0,Unknown,Mr,1,1,0,False,False,True,3.295836866004329
0,1,male,36.0,0,0,40.125,C,1,A,Mr,1,1,0,True,False,False,3.716616209085536
0,3,male,25.0,0,0,8.7125,C,0,Unknown,Mr,1,1,0,True,False,False,2.2734137156937657
1,1,female,18.0,0,2,65.6344,S,1,E,Miss,3,0,1,False,False,True,4.19922096071412
0,2,male,47.0,0,0,15.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.772588722239781
1,1,male,60.0,1,1,65.6344,C,1,B,Mr,3,0,0,True,False,False,4.19922096071412
0,3,male,22.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,3,male,25.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
0,3,male,35.0,0,0,7.125,S,0,Unknown,Mr,1,1,0,False,False,True,2.094945728215801
1,1,female,52.0,1,0,65.6344,C,1,D,Mrs,2,0,1,True,False,False,4.19922096071412
0,3,male,47.0,0,0,7.25,S,0,Unknown,Mr,1,1,0,False,False,True,2.1102132003465894
0,3,female,21.5,0,2,7.75,Q,0,Unknown,Miss,3,0,1,False,True,False,2.169053700369523
0,2,male,37.0,1,0,26.0,S,0,Unknown,Mr,2,0,0,False,False,True,3.295836866004329
0,3,male,36.0,1,1,24.15,S,0,Unknown,Mr,3,0,0,False,False,True,3.224857896545748
1,2,female,28.0,0,0,33.0,S,0,Unknown,Miss,1,1,1,False,False,True,3.5263605246161616
0,3,male,49.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
0,3,male,25.0,0,0,7.225,C,0,Unknown,Mr,1,1,0,True,False,False,2.1071782966514356
1,1,male,49.0,1,0,56.9292,C,1,A,Other,2,0,0,True,False,False,4.0592215752427645
1,2,female,24.0,2,1,27.0,S,0,Unknown,Mrs,4,0,1,False,False,True,3.332204510175204
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,1,male,40.0,0,0,42.4,S,0,Unknown,Mr,1,1,0,False,False,True,3.770459441106359
0,3,male,44.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,1,male,35.0,0,0,26.55,C,0,Unknown,Mr,1,1,0,True,False,False,3.3160025355989236
0,3,male,36.0,1,0,15.55,S,0,Unknown,Mr,2,0,0,False,False,True,2.806386101823072
0,3,male,30.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,1,male,27.0,0,0,30.5,S,0,Unknown,Mr,1,1,0,False,False,True,3.449987545831587
1,2,female,22.0,1,2,41.5792,C,0,Unknown,Mrs,4,0,1,True,False,False,3.7513658711253766
1,1,female,40.0,0,0,65.6344,S,1,C,Miss,1,1,1,False,False,True,4.19922096071412
0,3,female,39.0,1,5,31.275,S,0,Unknown,Mrs,7,0,1,False,False,True,3.4742929367327062
0,3,male,25.0,0,0,7.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.0856720914304723
1,3,female,21.5,1,0,15.5,Q,0,Unknown,Miss,2,0,1,False,True,False,2.803360380906535
0,3,male,25.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
0,3,male,35.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,2,female,24.0,1,2,65.0,S,0,Unknown,Miss,4,0,1,False,False,True,4.189654742026425
0,3,male,34.0,1,1,14.4,S,0,Unknown,Mr,3,0,0,False,False,True,2.7343675094195836
0,3,female,26.0,1,0,16.1,S,0,Unknown,Mrs,2,0,1,False,False,True,2.8390784635086144
1,2,female,4.0,2,1,39.0,S,1,F,Miss,4,0,1,False,False,True,3.6888794541139363
0,2,male,26.0,0,0,10.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.4423470353692043
0,3,male,27.0,1,0,14.4542,C,0,Unknown,Mr,2,0,0,True,False,False,2.737880811060884
1,1,male,42.0,1,0,52.5542,S,1,D,Mr,2,0,0,False,False,True,3.9806942251907276
1,3,male,20.0,1,1,15.7417,C,0,Unknown,Mr,3,0,0,True,False,False,2.817902613071225
0,3,male,21.0,0,0,7.8542,S,0,Unknown,Mr,1,1,0,False,False,True,2.180891922715322
0,3,male,21.0,0,0,16.1,S,0,Unknown,Mr,1,1,0,False,False,True,2.8390784635086144
0,1,male,61.0,0,0,32.3208,S,1,D,Mr,1,1,0,False,False,True,3.5061818266142577
0,2,male,57.0,0,0,12.35,Q,0,Unknown,Other,1,1,0,False,True,False,2.5915163848462583
1,1,female,21.0,0,0,65.6344,S,1,D,Miss,1,1,1,False,False,True,4.19922096071412
0,3,male,26.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,male,25.0,0,0,7.7333,Q,0,Unknown,Mr,1,1,0,False,True,False,2.167143305297764
1,1,male,80.0,0,0,30.0,S,1,A,Mr,1,1,0,False,False,True,3.4339872044851463
0,3,male,51.0,0,0,7.0542,S,0,Unknown,Mr,1,1,0,False,False,True,2.086193694502369
1,1,male,32.0,0,0,30.5,C,1,B,Other,1,1,0,True,False,False,3.449987545831587
0,1,male,40.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
0,3,female,9.0,3,2,27.9,S,0,Unknown,Miss,6,0,1,False,False,True,3.3638415951183864
1,2,female,28.0,0,0,13.0,S,0,Unknown,Miss,1,1,1,False,False,True,2.6390573296152584
0,3,male,32.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
0,2,male,31.0,1,1,26.25,S,0,Unknown,Mr,3,0,0,False,False,True,3.305053521109253
0,3,female,41.0,0,5,39.6875,S,0,Unknown,Mrs,6,0,1,False,False,True,3.705920919968788
0,3,male,25.0,1,0,16.1,S,0,Unknown,Mr,2,0,0,False,False,True,2.8390784635086144
0,3,male,20.0,0,0,7.8542,S,0,Unknown,Mr,1,1,0,False,False,True,2.180891922715322
1,1,female,24.0,0,0,65.6344,C,1,B,Other,1,1,1,True,False,False,4.19922096071412
0,3,female,2.0,3,2,27.9,S,0,Unknown,Miss,6,0,1,False,False,True,3.3638415951183864
1,3,male,25.0,0,0,56.4958,S,0,Unknown,Mr,1,1,0,False,False,True,4.05171190165724
1,3,female,0.75,2,1,19.2583,C,0,Unknown,Miss,4,0,1,True,False,False,3.0085645861193133
1,1,male,48.0,1,0,65.6344,C,1,D,Mr,2,0,0,True,False,False,4.19922096071412
0,3,male,19.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,1,male,56.0,0,0,35.5,C,1,A,Other,1,1,0,True,False,False,3.597312260588446
0,3,male,25.0,0,0,7.55,S,0,Unknown,Mr,1,1,0,False,False,True,2.145931282948669
1,3,female,23.0,0,0,7.55,S,0,Unknown,Miss,1,1,1,False,False,True,2.145931282948669
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,2,female,18.0,0,1,23.0,S,0,Unknown,Miss,2,0,1,False,False,True,3.1780538303479458
0,3,male,21.0,0,0,8.4333,S,0,Unknown,Mr,1,1,0,False,False,True,2.2442459824059346
1,3,female,21.5,0,0,7.8292,Q,0,Unknown,Miss,1,1,1,False,True,False,2.17806441028492
0,3,female,18.0,0,0,6.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.0476928433652555
0,2,male,24.0,2,0,65.6344,S,0,Unknown,Mr,3,0,0,False,False,True,4.19922096071412
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,female,32.0,1,1,15.5,Q,0,Unknown,Mrs,3,0,1,False,True,False,2.803360380906535
0,2,male,23.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,1,male,58.0,0,2,65.6344,C,1,D,Mr,3,0,0,True,False,False,4.19922096071412
1,1,male,50.0,2,0,65.6344,S,0,Unknown,Other,3,0,0,False,False,True,4.19922096071412
0,3,male,40.0,0,0,7.225,C,0,Unknown,Mr,1,1,0,True,False,False,2.1071782966514356
0,1,male,47.0,0,0,25.5875,S,1,E,Mr,1,1,0,False,False,True,3.2804411805263554
0,3,male,36.0,0,0,7.4958,S,0,Unknown,Mr,1,1,0,False,False,True,2.139571923732859
1,3,male,20.0,1,0,7.925,S,0,Unknown,Mr,2,0,0,False,False,True,2.188856327665703
0,2,male,32.0,2,0,65.6344,S,0,Unknown,Mr,3,0,0,False,False,True,4.19922096071412
0,2,male,25.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,3,male,25.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
0,3,male,43.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,1,female,35.0,1,0,52.0,S,1,C,Mrs,2,0,1,False,False,True,3.970291913552122
1,2,female,40.0,1,1,39.0,S,0,Unknown,Mrs,3,0,1,False,False,True,3.6888794541139363
0,1,male,31.0,1,0,52.0,S,1,B,Mr,2,0,0,False,False,True,3.970291913552122
0,2,male,70.0,0,0,10.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.4423470353692043
1,2,male,31.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,2,male,30.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
0,3,male,18.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
0,3,male,24.5,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,3,female,18.0,0,0,9.8417,S,0,Unknown,Miss,1,1,1,False,False,True,2.3833998102837652
0,3,female,43.0,1,6,46.9,S,0,Unknown,Mrs,8,0,1,False,False,True,3.8691155044168695
1,1,male,36.0,0,1,65.6344,C,1,B,Mr,2,0,0,True,False,False,4.19922096071412
0,3,female,21.5,0,0,8.1375,Q,0,Unknown,Miss,1,1,1,False,True,False,2.212386825075897
1,1,male,27.0,0,0,65.6344,C,1,D,Mr,1,1,0,True,False,False,4.19922096071412
0,3,male,20.0,0,0,9.225,S,0,Unknown,Mr,1,1,0,False,False,True,2.3248357019288655
0,3,male,14.0,5,2,46.9,S,0,Unknown,Mr,8,0,0,False,False,True,3.8691155044168695
0,2,male,60.0,1,1,39.0,S,0,Unknown,Mr,3,0,0,False,False,True,3.6888794541139363
0,2,male,25.0,1,2,41.5792,C,0,Unknown,Mr,4,0,0,True,False,False,3.7513658711253766
0,3,male,14.0,4,1,39.6875,S,0,Unknown,Mr,6,0,0,False,False,True,3.705920919968788
0,3,male,19.0,0,0,10.1708,S,0,Unknown,Mr,1,1,0,False,False,True,2.4133032309283076
0,3,male,18.0,0,0,7.7958,S,0,Unknown,Mr,1,1,0,False,False,True,2.174274334826008
1,1,female,15.0,0,1,65.6344,S,1,B,Miss,2,0,1,False,False,True,4.19922096071412
1,1,male,31.0,1,0,57.0,S,1,B,Mr,2,0,0,False,False,True,4.060443010546419
1,3,female,4.0,0,1,13.4167,C,0,Unknown,Miss,2,0,1,True,False,False,2.668387256845834
1,3,male,25.0,0,0,56.4958,S,0,Unknown,Mr,1,1,0,False,False,True,4.05171190165724
0,3,male,25.0,0,0,7.225,C,0,Unknown,Mr,1,1,0,True,False,False,2.1071782966514356
0,1,male,60.0,0,0,26.55,S,0,Unknown,Other,1,1,0,False,False,True,3.3160025355989236
0,2,male,52.0,0,0,13.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.6741486494265287
0,3,male,44.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,3,female,21.5,0,0,7.7333,Q,0,Unknown,Miss,1,1,1,False,True,False,2.167143305297764
0,1,male,49.0,1,1,65.6344,C,1,C,Mr,3,0,0,True,False,False,4.19922096071412
0,3,male,42.0,0,0,7.65,S,1,F,Mr,1,1,0,False,False,True,2.157559320943788
1,1,female,18.0,1,0,65.6344,C,1,C,Mrs,2,0,1,True,False,False,4.19922096071412
1,1,male,35.0,0,0,26.2875,S,1,E,Mr,1,1,0,False,False,True,3.3064287218760624
0,3,female,18.0,0,1,14.4542,C,0,Unknown,Miss,2,0,1,True,False,False,2.737880811060884
0,3,male,25.0,0,0,7.7417,Q,0,Unknown,Mr,1,1,0,False,True,False,2.1681046787623672
0,3,male,26.0,1,0,7.8542,S,0,Unknown,Mr,2,0,0,False,False,True,2.180891922715322
0,2,male,39.0,0,0,26.0,S,0,Unknown,Mr,1,1,0,False,False,True,3.295836866004329
1,2,female,45.0,0,0,13.5,S,0,Unknown,Mrs,1,1,1,False,False,True,2.6741486494265287
1,1,male,42.0,0,0,26.2875,S,1,E,Mr,1,1,0,False,False,True,3.3064287218760624
1,1,female,22.0,0,0,65.6344,S,0,Unknown,Miss,1,1,1,False,False,True,4.19922096071412
1,3,male,25.0,1,1,15.2458,C,0,Unknown,Master,3,0,0,True,False,False,2.7878344138303452
1,1,female,24.0,0,0,49.5042,C,1,C,Other,1,1,1,True,False,False,3.922056501139853
0,1,male,40.0,0,0,26.55,S,1,C,Mr,1,1,0,False,False,True,3.3160025355989236
1,1,male,48.0,1,0,52.0,S,1,C,Mr,2,0,0,False,False,True,3.970291913552122
0,3,male,29.0,0,0,9.4833,S,0,Unknown,Mr,1,1,0,False,False,True,2.3497835148230464
0,2,male,52.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,3,male,19.0,0,0,7.65,S,1,F,Mr,1,1,0,False,False,True,2.157559320943788
1,1,female,38.0,0,0,65.6344,C,1,C,Miss,1,1,1,True,False,False,4.19922096071412
1,2,female,27.0,0,0,10.5,S,1,E,Miss,1,1,1,False,False,True,2.4423470353692043
0,3,male,25.0,0,0,15.5,Q,0,Unknown,Mr,1,1,0,False,True,False,2.803360380906535
0,3,male,33.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
1,2,female,6.0,0,1,33.0,S,0,Unknown,Miss,2,0,1,False,False,True,3.5263605246161616
0,3,male,17.0,1,0,7.0542,S,0,Unknown,Mr,2,0,0,False,False,True,2.086193694502369
0,2,male,34.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,2,male,50.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
1,1,male,27.0,1,0,53.1,S,1,E,Mr,2,0,0,False,False,True,3.9908341858524357
0,3,male,20.0,0,0,8.6625,S,0,Unknown,Mr,1,1,0,False,False,True,2.2682524139135403
1,2,female,30.0,3,0,21.0,S,0,Unknown,Mrs,4,0,1,False,False,True,3.091042453358316
1,3,female,21.5,0,0,7.7375,Q,0,Unknown,Miss,1,1,1,False,True,False,2.1676241075599285
0,2,male,25.0,1,0,26.0,S,0,Unknown,Mr,2,0,0,False,False,True,3.295836866004329
0,3,female,25.0,1,0,7.925,S,0,Unknown,Miss,2,0,1,False,False,True,2.188856327665703
1,1,female,29.0,0,0,65.6344,S,1,B,Miss,1,1,1,False,False,True,4.19922096071412
0,3,male,11.0,0,0,18.7875,C,0,Unknown,Mr,1,1,0,True,False,False,2.9850504252071306
0,2,male,30.0,0,0,0.0,S,0,Unknown,Mr,1,1,0,False,False,True,0.0
0,2,male,23.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,2,male,23.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
0,3,male,28.5,0,0,16.1,S,0,Unknown,Mr,1,1,0,False,False,True,2.8390784635086144
0,3,female,48.0,1,3,34.375,S,0,Unknown,Mrs,5,0,1,False,False,True,3.5660053559634015
1,1,male,35.0,0,0,65.6344,C,1,B,Mr,1,1,0,True,False,False,4.19922096071412
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,1,male,40.0,0,0,30.0,S,1,D,Mr,1,1,0,False,False,True,3.4339872044851463
0,1,male,36.0,1,0,65.6344,S,1,C,Mr,2,0,0,False,False,True,4.19922096071412
1,1,female,21.0,2,2,65.6344,C,1,B,Miss,5,0,1,True,False,False,4.19922096071412
0,3,male,24.0,1,0,16.1,S,0,Unknown,Mr,2,0,0,False,False,True,2.8390784635086144
1,3,male,31.0,0,0,7.925,S,0,Unknown,Mr,1,1,0,False,False,True,2.188856327665703
0,1,male,70.0,1,1,65.6344,S,1,B,Other,3,0,0,False,False,True,4.19922096071412
0,3,male,16.0,1,1,20.25,S,0,Unknown,Mr,3,0,0,False,False,True,3.056356895370426
1,2,female,30.0,0,0,13.0,S,0,Unknown,Miss,1,1,1,False,False,True,2.6390573296152584
0,1,male,19.0,1,0,53.1,S,1,D,Mr,2,0,0,False,False,True,3.9908341858524357
0,3,male,31.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
1,2,female,4.0,1,1,23.0,S,0,Unknown,Miss,3,0,1,False,False,True,3.1780538303479458
1,3,male,6.0,0,1,12.475,S,1,E,Master,2,0,0,False,False,True,2.600836116795061
0,3,male,33.0,0,0,9.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.3513752571634776
0,3,male,23.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
1,2,female,48.0,1,2,65.0,S,0,Unknown,Mrs,4,0,1,False,False,True,4.189654742026425
1,2,male,0.67,1,1,14.5,S,0,Unknown,Master,3,0,0,False,False,True,2.740840023925201
0,3,male,28.0,0,0,7.7958,S,0,Unknown,Mr,1,1,0,False,False,True,2.174274334826008
0,2,male,18.0,0,0,11.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.5257286443082556
0,3,male,34.0,0,0,8.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.2027647577118348
1,1,female,33.0,0,0,65.6344,S,1,B,Other,1,1,1,False,False,True,4.19922096071412
0,3,male,25.0,0,0,14.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.740840023925201
0,3,male,41.0,0,0,7.125,S,0,Unknown,Mr,1,1,0,False,False,True,2.094945728215801
1,3,male,20.0,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
1,1,female,36.0,1,2,65.6344,S,1,B,Mrs,4,0,1,False,False,True,4.19922096071412
0,3,male,16.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
1,1,female,51.0,1,0,65.6344,S,1,D,Mrs,2,0,1,False,False,True,4.19922096071412
0,1,male,40.0,0,0,39.6,C,0,Unknown,Other,1,1,0,True,False,False,3.703768066607687
0,3,female,30.5,0,0,7.75,Q,0,Unknown,Miss,1,1,1,False,True,False,2.169053700369523
0,3,male,25.0,1,0,24.15,Q,0,Unknown,Mr,2,0,0,False,True,False,3.224857896545748
0,3,male,32.0,0,0,8.3625,S,0,Unknown,Mr,1,1,0,False,False,True,2.236712348843338
0,3,male,24.0,0,0,9.5,S,0,Unknown,Mr,1,1,0,False,False,True,2.3513752571634776
0,3,male,48.0,0,0,7.8542,S,0,Unknown,Mr,1,1,0,False,False,True,2.180891922715322
0,2,female,57.0,0,0,10.5,S,1,E,Mrs,1,1,1,False,False,True,2.4423470353692043
0,3,male,25.0,0,0,7.225,C,0,Unknown,Mr,1,1,0,True,False,False,2.1071782966514356
1,2,female,54.0,1,3,23.0,S,0,Unknown,Mrs,5,0,1,False,False,True,3.1780538303479458
0,3,male,18.0,0,0,7.75,S,0,Unknown,Mr,1,1,0,False,False,True,2.169053700369523
0,3,male,25.0,0,0,7.75,Q,1,F,Mr,1,1,0,False,True,False,2.169053700369523
1,3,female,5.0,0,0,12.475,S,0,Unknown,Miss,1,1,1,False,False,True,2.600836116795061
0,3,male,25.0,0,0,7.7375,Q,0,Unknown,Mr,1,1,0,False,True,False,2.1676241075599285
1,1,female,43.0,0,1,65.6344,S,1,B,Mrs,2,0,1,False,False,True,4.19922096071412
1,3,female,13.0,0,0,7.2292,C,0,Unknown,Miss,1,1,1,True,False,False,2.1076888046179385
1,1,female,17.0,1,0,57.0,S,1,B,Mrs,2,0,1,False,False,True,4.060443010546419
0,1,male,29.0,0,0,30.0,S,1,D,Mr,1,1,0,False,False,True,3.4339872044851463
0,3,male,25.0,1,2,23.45,S,0,Unknown,Mr,4,0,0,False,False,True,3.196630215920881
0,3,male,25.0,0,0,7.05,S,0,Unknown,Mr,1,1,0,False,False,True,2.0856720914304723
0,3,male,25.0,0,0,7.25,S,0,Unknown,Mr,1,1,0,False,False,True,2.1102132003465894
1,3,female,18.0,0,0,7.4958,S,0,Unknown,Miss,1,1,1,False,False,True,2.139571923732859
0,3,male,8.0,4,1,29.125,Q,0,Unknown,Master,6,0,0,False,True,False,3.405355391810819
1,3,male,1.0,1,2,20.575,S,0,Unknown,Master,4,0,0,False,False,True,3.0715352369694915
0,1,male,46.0,0,0,65.6344,C,1,B,Mr,1,1,0,True,False,False,4.19922096071412
0,3,male,25.0,0,0,7.75,Q,0,Unknown,Mr,1,1,0,False,True,False,2.169053700369523
0,2,male,16.0,0,0,26.0,S,0,Unknown,Mr,1,1,0,False,False,True,3.295836866004329
0,3,female,21.5,8,2,65.6344,S,0,Unknown,Miss,11,0,1,False,False,True,4.19922096071412
0,1,male,40.0,0,0,30.6958,C,0,Unknown,Mr,1,1,0,True,False,False,3.4561841799918147
0,3,male,25.0,0,0,7.8958,S,0,Unknown,Mr,1,1,0,False,False,True,2.1855792552411137
0,2,male,39.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
1,1,female,49.0,0,0,25.9292,S,1,D,Other,1,1,1,False,False,True,3.2932111997353943
1,3,female,31.0,0,0,8.6833,S,0,Unknown,Mrs,1,1,1,False,False,True,2.270402752283094
0,3,male,30.0,0,0,7.2292,C,0,Unknown,Mr,1,1,0,True,False,False,2.1076888046179385
0,3,female,30.0,1,1,24.15,S,0,Unknown,Mrs,3,0,1,False,False,True,3.224857896545748
0,2,male,34.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
1,2,female,31.0,1,1,26.25,S,0,Unknown,Mrs,3,0,1,False,False,True,3.305053521109253
1,1,male,11.0,1,2,65.6344,S,1,B,Master,4,0,0,False,False,True,4.19922096071412
1,3,male,0.42,0,1,8.5167,C,0,Unknown,Master,2,0,0,True,False,False,2.2530481500547457
1,3,male,27.0,0,0,6.975,S,0,Unknown,Mr,1,1,0,False,False,True,2.076311648670908
0,3,male,31.0,0,0,7.775,S,0,Unknown,Mr,1,1,0,False,False,True,2.1719067693519296
0,1,male,39.0,0,0,0.0,S,1,A,Mr,1,1,0,False,False,True,0.0
0,3,female,18.0,0,0,7.775,S,0,Unknown,Miss,1,1,1,False,False,True,2.1719067693519296
0,2,male,39.0,0,0,13.0,S,0,Unknown,Mr,1,1,0,False,False,True,2.6390573296152584
1,1,female,33.0,1,0,53.1,S,1,E,Mrs,2,0,1,False,False,True,3.9908341858524357
0,3,male,26.0,0,0,7.8875,S,0,Unknown,Mr,1,1,0,False,False,True,2.184645795129359
